id,X_0,X_1
0.0,0.3991028093397619,0.3795082216887998
1.0,0.5899156916646913,0.3795082216887998
2.0,0.43312871571561207,0.3795082216887998
3.0,0.24799931704457445,0.3795082216887998
4.0,0.4543793672665243,0.36135226803483816
5.0,0.5534003871967487,0.36135226803483816
6.0,0.6672009437061311,0.36135226803483816
7.0,0.6682755437151029,0.36135226803483816
8.0,0.582178614700032,0.4410311324103468
9.0,0.22471611441974837,0.4410311324103468
10.0,0.32829324000915966,0.4410311324103468
11.0,0.12152535513676611,0.05114682342140634
12.0,0.6302279142722061,0.05114682342140634
13.0,0.30465384467055623,0.05114682342140634
14.0,0.5760356748698392,0.05114682342140634
15.0,0.23422282874050007,0.05114682342140634
16.0,0.7827501826107228,0.05114682342140634
17.0,0.4226941601772643,0.05114682342140634
18.0,0.11702705372820117,0.05114682342140634
19.0,0.21611365216063846,0.05114682342140634
20.0,0.488942068542693,0.05114682342140634
21.0,0.09792180411323298,0.05114682342140634
22.0,0.04882587863180324,0.05114682342140634
23.0,0.6957854663357782,0.05114682342140634
24.0,0.6399467440857458,0.06034481749867231
25.0,0.0019047684718260505,0.009197994077265967
26.0,0.25876662015446394,0.009197994077265967
27.0,0.7243913317501217,0.009197994077265967
28.0,0.10393896263483705,0.009197994077265967
29.0,0.5439408986043209,0.009197994077265967
30.0,0.7660718976034953,0.009197994077265967
31.0,0.4378091285111453,0.009197994077265967
32.0,0.16176735258812625,0.009197994077265967
33.0,0.05803994930293899,0.009197994077265967
34.0,0.3016430383503953,0.009197994077265967
35.0,0.19391000338903847,0.009197994077265967
36.0,0.6292897412945991,0.009197994077265967
37.0,0.38368288670542733,0.009197994077265967
38.0,0.7292096553333649,0.009197994077265967
39.0,0.32268223844556043,0.009197994077265967
40.0,0.3803510925178982,0.009197994077265967
41.0,0.6875679248007639,0.009197994077265967
42.0,0.09468799601797881,0.009197994077265967
43.0,0.013521653162325977,0.08315305649404436
44.0,0.7235325256874624,0.07395506241677839
45.0,0.7600549492297012,0.07395506241677839
46.0,0.3504496988206547,0.07395506241677839
47.0,0.037694593107661455,0.07395506241677839
48.0,0.050508872831363294,0.07395506241677839
49.0,0.5599644681595072,0.07395506241677839
50.0,0.14564815490767888,0.07395506241677839
51.0,0.3173885494545374,0.10899656117552707
52.0,0.08121798446977564,0.10899656117552707
53.0,0.7737335491031581,0.10899656117552707
54.0,0.22537824053637456,0.10899656117552707
55.0,0.6526931522537608,0.10899656117552707
56.0,0.48019301042636325,0.10899656117552707
57.0,0.22064273091786676,0.10899656117552707
58.0,0.2751469896294372,0.010924075380930928
59.0,0.755735101634577,0.010924075380930928
60.0,0.7306468965605253,0.010924075380930928
61.0,0.2597842496364935,0.010924075380930928
62.0,0.22179518066718912,0.010924075380930928
63.0,0.7420044149670239,0.010924075380930928
64.0,0.3720867174847851,0.010924075380930928
65.0,0.5567973235875003,0.010924075380930928
66.0,0.5924589666522648,0.010924075380930928
67.0,0.5296291314174004,0.010924075380930928
68.0,0.270339899213002,0.010924075380930928
69.0,0.397144354050508,0.010924075380930928
70.0,0.7512981598771327,0.010924075380930928
